artist,album,genre,firstRelease,format,fullDate,mainLanguage,cityUa,cityEn,label,sex,artistLink,albumLink
Layaboutguy,MIASMA,hip-hop / rap,no,lp,28.02.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/layaboutguy/,https://music.youtube.com/watch?v=4TTFHKNU_Ic&list=OLAK5uy_ngiGZBWhtbldQCCwvX01cQRLZLLZSdJzE
Le Cru,LANTUKH,alternative rock,yes,ep,01.03.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/lecruband/,https://soundcloud.com/user-396639859/sets/lantukh-1
Levyy Mc,ua Реп,hip-hop / rap,yes,ep,05.10.2021,ua,Львів ,Lviv ,4k4 music,M,https://www.instagram.com/levyy_mc/,https://music.youtube.com/watch?v=HgW4qk47Euc&list=OLAK5uy_nHk7gtrKSFfj0zSXEQQYzdEbb0UkH-xyM
Lil Morty,LIL MORTY 2,hip-hop / rap,no,lp,10.04.2021,ru,Харків,Kharkiv,Sony Music Entertainment,M,https://www.instagram.com/dirtymorty/,https://music.youtube.com/playlist?list=OLAK5uy_mrTPLB7auhgwj2nFPb0qFx9C_43TgRIus
LILOVIY,Тільки рай,indie pop,no,ep,03.07.2021,ua,Київ,Kyiv,Best Music,Mix,https://www.instagram.com/liloviymusic/,https://music.youtube.com/playlist?list=OLAK5uy_lBrrVUDr-g-pIoOr7urvEU4Nh1jWLvzes
limlimsen,More Stubborn,electronic,yes,lp,25.12.2021,-,Луганськ,Luhansk,BOCTOK,M,,https://soundcloud.com/lkd_dragon/sets/limlimsen-more-stubborn
Little Violence,Did You Feed the Cat?,rock,no,lp,30.07.2021,en,-,-,Corbin Co.,M,https://www.instagram.com/littleviolenceofficial/,https://music.youtube.com/playlist?list=OLAK5uy_mJGX5lU7iFZ8VC7EgPMlm1KYzYJGsC0yA
Little Violence,L V I V,rock,no,lp,23.09.2021,en,-,-,Corbin Co.,M,https://www.instagram.com/littleviolenceofficial/,https://music.youtube.com/playlist?list=OLAK5uy_mDKDFwAZV3OW-mg2LH7vd7qzdI2LPa0jY
Lost Message,"Зупини мить, Ч. 2",indie rock,no,ep,10.04.2021,ua,Суми,Sumy,Moon Records,M,https://www.facebook.com/lostmessageband/?ref=page_internal,https://music.youtube.com/playlist?list=OLAK5uy_kBuwdwc8bBxXubHABUG2hmbyaBp1qSuRI
M1SHKA,In Love,r&b / soul,yes,lp,23.11.2021,ru,Київ,Kyiv,A-Z Music,M,https://www.instagram.com/mishka_the1/,https://music.youtube.com/playlist?list=OLAK5uy_lImDstPoxDuUAfngnEIRucyV-LKWG7IO8
Make Like a Tree,Citymonk,alternative folk,no,lp,30.08.2021,en,Харків,Kharkiv,Ears of Bears,M,https://www.facebook.com/makelikeatreeband,https://music.youtube.com/playlist?list=OLAK5uy_mvtK4ZN5ZgAyTh9O3Md_cLwodQENRNYgU
Makovka,Мені й самому норм,pop,yes,ep,26.09.2021,ua,Житомир,Zhytomyr,self-made,Mix,https://www.facebook.com/makovkamusic/,https://music.youtube.com/watch?v=Ee2K2BLnNIw&list=OLAK5uy_mfkQN_rHAEYTmzcqQd7nlz5V9pYQoKudA
Mama13,еще одну,r&b / soul,no,lp,20.03.2021,ru,Київ,Kyiv,Masterskaya,M,https://www.instagram.com/mama.13/,https://music.youtube.com/playlist?list=OLAK5uy_ldmuPrXNcIMaeStC9Bc7FwR22q14s5dXI
Man from Light,Switch,rock,yes,lp,07.08.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/manfromlightUA,https://music.youtube.com/playlist?list=OLAK5uy_kBzAuUzUZ5jMCe22fi1-84cjx0mzU_OI8
mandarinaduck,Long Life,rock,no,lp,31.05.2021,en,Запоріжжя,Zaporizhzhia,self-made,M,https://www.facebook.com/mndrndck/,https://music.youtube.com/playlist?list=OLAK5uy_nm5qE2LFbRTPFdNR7cPiUfQrsNcFQldw4
marisha,Earthly Things,dream pop,no,lp,06.07.2021,en,Житомир,Zhytomyr,self-made,F,https://www.instagram.com/m.rrrisha/,https://marisha.bandcamp.com/album/earthly-things
Matilda,Matilda,pop,no,lp,28.08.2021,"en, ua",-,-,self-made,-,,https://music.youtube.com/playlist?list=OLAK5uy_k-tWEk5na-j1OdaD4woy61UhOK0KurvJU
Mauser,Self​-​Titled,hardcore,yes,lp,03.08.2021,ua,Львів,Lviv,Jenny Records,M,https://www.facebook.com/mauserhardcore/,https://mauserhc.bandcamp.com/album/self-titled
Maxim Shalygin,Maze of Pleasures,electronic,no,lp,17.09.2021,-,"Amsterdam, Netherlands","Amsterdam, Netherlands",self-made,M,https://www.instagram.com/maximshalygin/,https://music.youtube.com/playlist?list=OLAK5uy_mG4o4hSmFkPFMTOz-rYgh2RHze9aG8DyM
Megapolis Witches,Angry Kid,rock,no,ep,28.10.2021,en,Київ,Kyiv,Moon Records,M,https://www.facebook.com/megapolis.witches/,https://music.youtube.com/watch?v=9GFfNdRfI8E&list=OLAK5uy_kutdxyEnDtLYcRQpFOle_hECrlqNuZvdo
MENTHOL,Так Должно Быть,rock,yes,ep,29.05.2021,ru,Сєвєродонецьк,Sievierodonetsk,self-made,M,https://www.instagram.com/menthol_rockband/,https://music.youtube.com/playlist?list=OLAK5uy_nwe-woPmgtHenBSL6ebrE9H-plyidwTPY
MIA PORTA,"Ways, Walls, Distance",rock,yes,ep,11.07.2021,en,Черкаси,Cherkasy,self-made,M,https://www.instagram.com/mia.porta.music/,https://music.youtube.com/playlist?list=OLAK5uy_lCut4Cd4mM3lemIy2uheQr-A3A-Hg42qs
MILKOVSKYI,Человек с дождём в голове,alternative,yes,lp,25.06.2021,ru,Москва,"Moscow, Russia",Navigator Records,M,https://www.instagram.com/zhenyamilkovskiy/,https://music.youtube.com/playlist?list=OLAK5uy_nCgimaFObS6NThPeaopO4Zwgfi2Zx-wgU
Monoconda,Low Light,electronic,no,ep,09.04.2021,-,Київ,Kyiv,Re:Search,M,https://www.facebook.com/monoconda/,https://music.youtube.com/playlist?list=OLAK5uy_np74jz3Xc-TkxTgR-4MO2kLfndDlJGU3Q
MONOTRONIQUE,MAAAAAAAD,electronic,no,lp,22.05.2021,-,Харків,Kharkiv,Hyperboloid Records,M,https://www.instagram.com/monotronique1/,https://music.youtube.com/playlist?list=OLAK5uy_nn1vsr7-PkOUXq27w6KbHQEuZ2Rm_DWto
Monsto,Changes,hip-hop / rap,yes,ep,06.03.2021,en,Київ,Kyiv,The Trouble Tribe,M,https://www.instagram.com/themonsto/,https://music.youtube.com/playlist?list=OLAK5uy_mTkkqnTxdWJKgNXXv9zg2scas9XQycX5k
Moon Avenue,44107,alternative,yes,lp,06.01.2021,ua,Почаїв,Pochaiv,1821737 Records DK,M,https://www.instagram.com/moonavenue_band/,
Mortebound,"It is a future, it is pointless",chaotic metal,yes,ep,14.09.2021,ru,Одеса,Odesa,self-made,M,https://www.facebook.com/mortebound,https://mortebound.bandcamp.com/album/it-is-a-future-it-is-pointless
Morwan,Зола-Земля,alternative,no,ep,01.07.2021,ru,Київ,Kyiv,Feel It Records,M,https://www.facebook.com/morwano,https://music.youtube.com/playlist?list=OLAK5uy_kGkgu19T_T6iST8rkkH69bluH7aWqaY4s
Motorpig,Tesla Coil,drone ambient,no,lp,17.05.2021,-,Харків,Kharkiv,self-made,M,https://www.facebook.com/themotorpig,https://motorpig.bandcamp.com/album/tesla-coil
Mountain Breeze,9 минут,pop,no,ep,01.10.2021,ru,Полтава,Poltava,A-post,M,https://www.facebook.com/mbreezeofficial,https://music.youtube.com/playlist?list=OLAK5uy_lRvyoq0liOayKpaiifAVwbGXnEoUlWPxY
MOZGI,kyivstyle,pop,no,lp,11.12.2021,ru,Київ,Kyiv,Mozgi Entertainment,M,https://www.instagram.com/mozgiband/,https://music.youtube.com/playlist?list=OLAK5uy_lngXhRnIj4_V8hAGYwaL0kWLHY20TNIuk
Mr.Gray,Хто ми є,metal,yes,ep,07.09.2021,ua,Одеса,Odesa,self-made,M,https://www.facebook.com/mr.grayodessa,https://mrgrayod.bandcamp.com/album/-
Murmurosi,Bohutyn,worldwide,yes,lp,01.05.2021,ua,Montréal,Montréal,self-made,Mix,https://www.instagram.com/murmurosi/,https://music.youtube.com/playlist?list=OLAK5uy_lQrjq1UW0y4CWWy4hMOzFm7QDKYMBX20o
Na-Hag,Howl of Nature,electronic,no,lp,02.01.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/nahag,https://music.youtube.com/watch?v=zFiQvUbMOcY&list=OLAK5uy_kAg42Fdq6CsDqdQvoAfjdTAB_-G0JC0wY
narky_one,Романтика мертва,rock,yes,ep,07.03.2021,ru,-,-,self-made,M,https://soundcloud.com/narky_one,https://soundcloud.com/narky_one/sets/romantika-mertva-ep
Nataly,Phone Calls,r&b / soul,yes,lp,21.11.2021,en,"Warsaw, Poland.","Warsaw, Poland",MadCity,F,https://www.facebook.com/sheisnataly,https://music.youtube.com/playlist?list=OLAK5uy_mWWjttEt6fDwn_vCl78e4LWsqKOT35iqg
Natural Spirit,Під серпом часу,metal,no,lp,19.05.2021,ua,Чернігів,Chernihiv,self-made,Mix,https://www.facebook.com/naturalspiritmetal,https://music.youtube.com/playlist?list=OLAK5uy_n6vllKSlYaP42EAOASBjdScvx7vRUmf08
Naughty Saw,Three Rituals,drone,yes,ep,09.09.2021,-,-,-,self-made,-,https://www.facebook.com/nghtsw/,https://naughtysaw.bandcamp.com/album/three-rituals
NAVKA,Україна в піснях,folk,no,lp,28.08.2021,ua,Чернівці,Chernivtsi,Best Music,F,https://www.instagram.com/navka_official/,https://music.youtube.com/playlist?list=OLAK5uy_maisJzQ6ccktCackD3DugB0ERpV5qHdfs
Nene H / Poly Chain,Standard Deviation,techno,no,ep,25.09.2021,-,Київ,Kyiv,Standard Deviation,F,,https://standard-deviation.bandcamp.com/album/standard-deviation
NEONKNIGHT,Wrong,electronica,no,ep,16.10.2021,en,Київ,Kyiv,self-made,M,https://www.instagram.com/neonknighttt/,https://music.youtube.com/playlist?list=OLAK5uy_mUSMYiYjVw2yNuWte3A9_VtPvQkqik5mk
Nerguth,Inlusio Aeternum,atmospheric black metal,no,ep,16.10.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/alex.nerguth,https://nerguth.bandcamp.com/album/inlusio-aeternum
neyemia grue,blue​-​hearted,alternative,no,ep,02.03.2021,en,"Суми, Івано-Франківсь","Sumy, Ivano-Frankivsk",notyet,Mix,https://neyemiagrue.bandcamp.com/releases,https://music.youtube.com/playlist?list=OLAK5uy_m3KeSA5q9ogbtntrldmkn8_s6fzqO86Hg
Nights Fall Fast,From the Remains,metal,yes,ep,26.03.2021,ru,Житомир,Zhytomyr,self-made,M,https://www.instagram.com/nightsfallfast/,https://music.youtube.com/playlist?list=OLAK5uy_ntAEP7gjLfVO3jujSOlvO1W_g35MP5dQY
Ningen​-​girai,Aggravation,metal,no,ep,03.09.2021,,Черкаси,Cherkasy,self-made,M,https://www.facebook.com/hatefulsludge,https://ningen-girai.bandcamp.com/releases
NK,Ecléctica,pop latino,no,lp,18.09.2021,es,Київ,Kyiv,Nice2Cu,F,https://www.instagram.com/kamenskux/,https://music.youtube.com/playlist?list=OLAK5uy_kIdDbarnPW1aPcVrxQnmYKUUTz1ku7hnk
Nooit,GS​-​I,electronic,no,ep,27.10.2021,-, , ,self-made,-,https://nooit.bandcamp.com/,https://nooit.bandcamp.com/album/gs-i
Nota Bene Chamber Group,Masterpieces of 70s-90s Ukrainian music,classical,no,lp,31.08.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/NBChamberGroup/,https://soundcloud.com/user-767782803/sets/masterpieces-of-70s-90s-ukrainian-music
Noutro,No Show,french pop,yes,ep,13.02.2021,fr,"Lyon, France","Lyon, France",iMD-NOUTRO_RECS,F,https://www.facebook.com/noutromusic/,https://music.youtube.com/playlist?list=OLAK5uy_mGtNA1sFr95oFTDUs9dkTcVurJUF3m3IM
nug,Alter Ego,,no,lp,14.08.2021,,Івано-Франківськ,Ivano-Frankivsk,,M,https://www.facebook.com/nugband/,https://music.youtube.com/playlist?list=OLAK5uy_kJ_CKwHT57T4nZkMs3gDBmXX8HgIZdSCA
OCRAN,BORDERLINER,electronic,no,lp,23.10.2021,ru,Київ,Kyiv,Masterskaya,M,https://www.facebook.com/ocran.music/,https://music.youtube.com/playlist?list=OLAK5uy_khHxFpC1P4qhv-6p4B0ZVaWkgs_fUoJb0
OCRAN,OCRAN,pop,yes,ep,28.02.2021,ru,Київ,Kyiv,Masterskaya,M,https://www.facebook.com/ocran.music/,https://music.youtube.com/playlist?list=OLAK5uy_mBDOv5cozqf_GjUMasQH-7A-I7-1TR9io
Octopus Kraft,Null,alternative,no,lp,20.11.2021,,Дрогобич,Drohobych,self-made,M,https://www.facebook.com/octopuskraft,https://octopuskraft.bandcamp.com/album/null
Ohdrina,69,hip-hop,no,lp,09.10.2021,ru,Київ,Kyiv,DNK Music,F,https://www.instagram.com/ohdrina/?hl=uk,
Oil Texture,fog​/​under the bridge,ambient,no,lp,23.09.2021,-,"Rīga, Latvija","Rīga, Latvija",self-made,M,https://www.facebook.com/oiltexturemusic,https://oiltexture.bandcamp.com/album/fog-under-the-bridge
Oleg Novosad,Love,dance,yes,ep,01.06.2021,en,Львів,Lviv,1853535 Records DK,M,https://www.instagram.com/oleg_newgarden/,https://music.youtube.com/playlist?list=OLAK5uy_lifrILMyr3BtoUBLdSy7xg8R2WLf71n8s
Oles,Слово,rock,no,ep,06.12.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/olestselyukh,https://soundcloud.com/lesselyukh/sets/slovo
Olga Mykytenko,I vespri verdiani: Verdi Arias,classical,yes,lp,31.01.2021,it,Київ,Kyiv,Chandos,F,https://www.olgamykytenko.com/contact.html,https://music.youtube.com/playlist?list=OLAK5uy_mDnb0EIaejlsvXcBRgX5rbUCtpJjgZBeQ
OMANA,Альбом Жахів,rock,no,lp,13.03.2021,ua,Київ,Kyiv,self-made,M,https://www.facebook.com/omanaband/,https://music.youtube.com/playlist?list=OLAK5uy_lAYXvtl4PoGcfcGQUgwvOIoVLJRTcSF3s
Omon Breaker,Культура длинных ночей,electronic,no,ep,11.06.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/omon.breaker/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_l1BwZEql9C79mFlrDAsKGLsjuF_H1ju3c
Omon Breaker,Spitfire,techno,no,ep,15.01.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/omon.breaker/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_l5LTEod-MOI9iTw_k3wvbdp7e5wwRMuF8
OOZE ,Shivers,metal,yes,ep,06.08.2021,-,Васильків,Vasylkiv,Robustfellow prods.,M,https://www.facebook.com/oozegang/,https://music.youtube.com/playlist?list=OLAK5uy_mJqFMUHPcUf6aaS8BQnPldRytiXGBtBKU
Open Opera Ukraine Vocal Ensemble,Partesny Concertos 17th-18th Centuries: M. Dyletsky / Anonyms,vokal,yes,lp,30.11.2020,chu,Київ,Kyiv,self-made,Mix,https://www.instagram.com/open.opera.ukraine/,https://music.youtube.com/playlist?list=OLAK5uy_nb5xRr-CZoefLLDUEhLSnHlBKwvnAJql8
Ormood,Life Cycles,drone,yes,lp,15.04.2021,-,Львів,Lviv,self-made,M,https://www.facebook.com/ORMOOD,https://ormood.bandcamp.com/album/life-cycles-full-album
Orpheus Vokalensemble (Antonii Baryshevskyi),O schöne Nacht: Romantic Choral Music,classical,no,lp,17.07.2021,,Київ,Kyiv,Carus,Mix,https://www.facebook.com/bari6,https://music.apple.com/us/album/o-sch%C3%B6ne-nacht-romantic-choral-music/1522947432
OsmanStarkov,Апатия,hip-hop,no,lp,30.10.2021,ru,Київ,Kyiv,DNK Music,M,https://www.instagram.com/theosmanstarkov/,https://music.youtube.com/playlist?list=OLAK5uy_n24KQ3ai0SstC1S_ugvtf2m0azNL_msy8
OTOY,CVIT,rap,yes,ep,17.12.2021,ua,Львів,Lviv,Bitanga Blood,M,https://www.instagram.com/ddrofa/,https://music.youtube.com/playlist?list=OLAK5uy_m588VoiCWCTkrDhjIeqBBn1WlLZiU90Ac
Our Atlantic,Час Розваг,indie pop,no,ep,08.05.2021,ua,Київ,Kyiv,Mnogo Vody,Mix,https://www.instagram.com/ouratlanticofficial/,https://music.youtube.com/playlist?list=OLAK5uy_l6x-k3-vrwwXh9Nt9bThXV8BiFZ19dqEc
Outside Presence,Outside Presence,alternative,yes,lp,18.08.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/progjester,https://outsidepresence.bandcamp.com/album/outside-presence
OwlCraft,Katakombene,black metal,no,lp,28.01.2021,en,Черкаси,Cherkasy,self-made,M,https://www.facebook.com/owlkvlt,https://www.youtube.com/watch?v=wPSeFpKiUgw
P.S.R.(parallel synchronized randomness),Transition,metal,no,ep,30.09.2021,-,Ужгород,Uzhhorod,self-made,M,https://psrband.bandcamp.com/,https://psrband.bandcamp.com/album/transition-5
Pabl.A,ИЗ ВАРЯГ В ГРЕКИ,hip-hop / rap,yes,lp,20.11.2021,ru,Київ,Kyiv,"044/495 , LLC",M,https://www.instagram.com/pabl.a.1/,https://music.youtube.com/playlist?list=OLAK5uy_mmTg1JexGvcs6ygxSTziKBsn5GSQez2ok
Palagin,Палагин и партнеры,hip-hop / rap,yes,lp,12.06.2021,ru,"Москва, Россия","Moscow, Russia","FRWRD MUSIC / 90210 group
",M,https://www.instagram.com/palaginx/,https://music.youtube.com/watch?v=jdvSnCWuBb4&list=OLAK5uy_nyuYXN8KJOLioiZP_bPWyb1930ZumLST8
PALAY,Царство Жалю,metal,yes,ep,01.01.2021,ua,Одеса,Odesa,self-made,M,https://www.facebook.com/palayband/,https://music.youtube.com/watch?v=upfsrBk_HUc&list=OLAK5uy_ngnn-vgazX-ePaTw2olgK83ycRhq7-zfc
Palayeah,Хвилі,pop,yes,ep,18.04.2021,ua,-,-,self-made,M,https://www.facebook.com/palayeahofficial/,https://music.youtube.com/playlist?list=OLAK5uy_mVolJ9-LYNxD35tUvd8xpZeMTyG4OKTbA
Palilap,EP,pop,no,ep,23.04.2021,ua,Київ,Kyiv,self-made,M,https://www.facebook.com/Palilap/,https://soundcloud.com/palilap/sets/ep-1
Palilap,PLEASECALLMEMAX 1,electronic,no,ep,27.02.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/Palilap/,https://soundcloud.com/palilap/sets/pleasecallmemax-1
Palitra,Magic Number,electronic,no,ep,21.05.2021,-,Київ,Kyiv,Thousand Kisses Place,M,https://soundcloud.com/palitraone,https://music.youtube.com/playlist?list=OLAK5uy_kA_YA2hzRH59x72CsnRz5jSQBvasQ0XsQ
PANCHYSHYN,Ти робиш мене кращим,pop,yes,lp,29.05.2021,ua,Київ,Kyiv,Best Music,M,https://www.facebook.com/panchyshyn.music/,https://music.youtube.com/playlist?list=OLAK5uy_lz5X3JIrkL6MY8TPpSX7q5d4-DJOFxXsM
PAULMAN,Моє життя,pop,yes,lp,01.12.2021,"en, ua",Львів,Lviv,Best Music,M,https://www.facebook.com/paulmanprj/,https://music.youtube.com/watch?v=mQUZ5zlgXMs&list=OLAK5uy_nEGF9PvfqBWqtdYkFmjrGKI01EFoWsjAw
Peshka,Overdrive,electronic,no,ep,06.03.2021,-,Маріуполь,Mariupol,VISIONQUEST,M,https://www.instagram.com/peshkamusic/,https://music.youtube.com/playlist?list=OLAK5uy_kQAPCsD919lzDYQ_EKF2PFlT6cVo5o0To
Physical Illusion,I wanna get close,electronic,no,ep,30.10.2021,en,Київ,Kyiv,Intelligent Recordings,M,https://www.facebook.com/mr.Physicalillusion,https://music.youtube.com/watch?v=vbHOWywFGz0&list=OLAK5uy_mA5otPaFf2SCEsYZXXjvS63ANgOh-0m_0
Pianoбой,Заброшка,pop,no,lp,08.05.2021,ru,Київ,Kyiv,,M,https://www.instagram.com/pianoboy_official/,https://music.youtube.com/playlist?list=OLAK5uy_mYGRPUV9iN5wajkNu0i_1tbsC7ogFp6TQ
Pilikayu,Людина доросла,idm / experimental,no,lp,20.07.2021,"ua, ru, en",Львів,Lviv,self-made,M,https://www.facebook.com/pilikayu/,https://music.youtube.com/watch?v=RP5pMWN2Q5Q&list=OLAK5uy_khZLHtd9Ml25LnlraNwPvhq07qG1UGSoM
PODREZKA,PODREZKA,hip-hop / rap,yes,lp,26.06.2021,ua,Запоріжжя,Zaporizhzhia,Perfsect ,M,https://www.facebook.com/rapodrezka/?ref=page_internal,https://music.youtube.com/playlist?list=OLAK5uy_lt2WsTPm1gemNcKsPBnU0fiGXd3fTVb1g
Polina Krupchak / Поліна Крупчак,НЕ ОТПУСКАЙ,pop,yes,lp,30.03.2021,ru,Київ,Kyiv,Best Music,F,https://www.instagram.com/polina_krupchak/,https://music.youtube.com/playlist?list=OLAK5uy_n2AccwaG_waBJ6-8Y0hSgCFr9An9VsxHU
Polina Krupchak / Поліна Крупчак,Voice Inside,pop,no,lp,01.09.2021,en,Київ,Kyiv,Best Music,F,https://www.instagram.com/polina_krupchak/,https://music.youtube.com/playlist?list=OLAK5uy_lzCgcI9xp3xndCol3yaptVYaYgluNkz7c
Polje,Сум / Sorrow,electronic,no,ep,10.06.2021,"ru, ua",Одеса,Odesa,Worn Pop,M,https://www.facebook.com/polje.music/,https://music.youtube.com/playlist?list=OLAK5uy_l1W5BEvggAPl9tLqeZ02dMnztaWmNOg9c
Polygrim,Colorspacious,electronic,no,lp,18.09.2021,-,Київ,Kyiv,,M,https://www.instagram.com/polygrim/,https://music.youtube.com/playlist?list=OLAK5uy_nkmfOEx4-_EuMacUJGW4Fy-fraEPNVexQ
Pororoka,Pororoka,singer / songwriter,yes,lp,10.03.2021,ua,Київ,Kyiv,self-made,Mix,https://www.facebook.com/pororokaMusic/,https://music.youtube.com/playlist?list=OLAK5uy_lSvyv0W-PF83q3L3S444ajVxksPs2TsOU
POST.SCRIPTUM. (ПОСТ.СКРИПТУМ.),На карантине,rock,no,ep,17.06.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/music.postscriptum/,https://music.youtube.com/browse/MPREb_5AjlF4uqlIP
POST.SCRIPTUM. (ПОСТ.СКРИПТУМ.),Север Юг Запад Восток,indie rock,no,ep,09.01.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/music.postscriptum/,https://music.youtube.com/watch?v=eJ0MYm97pJA&list=OLAK5uy_mH8Jn35VXdwUI9OE2EsYYGI6y2cE4-bak
Postfactum,Garden of Evil,electronic,yes,ep,02.06.2021,en,Дніпро,Dnipro,self-made,Mix,https://www.facebook.com/postfactummusic/,https://music.youtube.com/watch?v=X7bjYtzj-To&list=OLAK5uy_kRfKs_5fkCe1AbxZVgNjnIaXIOJD1FWCU
Povod,Пустой и бесполезный,alternative,no,lp,25.09.2021,ru,Запоріжжя,Zaporizhzhia,элек///чество,Mix,https://www.instagram.com/povodband/,https://music.youtube.com/playlist?list=OLAK5uy_mVgo8VCmsiC_cxBchTuUA-JuIdLRVxnoU
Prah,ЕР 1,black metal,yes,ep,25.07.2021,ru,-,-,"Surrogate Rec.
",M,https://www.facebook.com/PRAHBLACKMETAL,https://surrogaterec.bandcamp.com/album/i?from=embed
Precambrian,Tectonics,black metal,yes,lp,21.08.2021,-,Харків,Kharkiv,Primitive Reaction,-,,https://primitivereaction.bandcamp.com/album/tectonics
Pree Tone,Brekka,psychedelic,no,ep,27.11.2021,en,Київ,Kyiv,Addicted Label,M,https://www.facebook.com/preetone,https://music.youtube.com/watch?v=h9vUKyQuTTA&list=OLAK5uy_kepIbKza65h5vBoSjioU0RttFqQWl25PY
Prid Prod,ANTIVIRUS 2020,electronic,no,lp,24.07.2021,ru,Херсон,Kherson,Suck Puck Recordz,M,https://www.facebook.com/pridprodpage/,https://prid.bandcamp.com/album/antivirus-2020
Ptakh,Less Is More,electronic,yes,lp,06.10.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/ptakhmusic/,https://ptakh.bandcamp.com/album/less-is-more
Pur:Pur,Smile,pop,no,lp,20.01.2021,eng,Харків,Kharkiv,,Mix,https://www.instagram.com/purpurmusic/,https://music.youtube.com/playlist?list=OLAK5uy_npoVklpFuVzCzdoZEeaZCpFy9PwpyxhpA
PURPLEANK,Всё в твоих руках,hip-hop / rap,yes,ep,01.05.2021,ru,Київ,Kyiv,self-made,M,https://soundcloud.com/roman-vilkov-847236316,https://soundcloud.com/roman-vilkov-847236316/sets/vsyo-v-tvoikh-rukakh
Quiet Advice,We Are The Sum Of Everything We Are Faced With,metal,yes,ep,30.09.2021,en,Полтава,Poltava,self-made,M,https://www.facebook.com/quietadvice,https://music.youtube.com/watch?v=oz0pWK4CFXs&list=OLAK5uy_kB2ZqYJVtocUj8JfcbMJYOFiyL3LUR7Fk
Quiet Observer,Silhouette,metal,no,ep,09.05.2021,-,Ужгород,Uzhhorod,self-made,M,https://www.facebook.com/groups/QuietObserver/,https://parallelsynchronizedrandomness.bandcamp.com/album/silhouette
Quinsberry Shot,Ten,rock,no,lp,21.01.2021,en,Київ,Kyiv,self-made,Mix,https://www.facebook.com/Quinsberry-Shot-145149755498081/?ref=page_internal,https://music.youtube.com/playlist?list=OLAK5uy_mTfJt2p2mXnIth4kdMoJTgA9NuTl8AjoU
Rabbit Leader,The Good the Bad the Ugly All in One,metal,yes,ep,13.11.2021,en,Рівне,Rivne,,Mix,https://www.instagram.com/rabbit.leader/,https://soundcloud.com/venonarecords/sets/the-good-the-bad-the-ugly-all-in-one
Ragapop,Siasya,alternative,yes,ep,01.07.2021,ua,Київ,Kyiv,,Mix,https://www.instagram.com/ragapopnow/,https://music.youtube.com/playlist?list=OLAK5uy_lhR14QE6gLiseSnYvfPEslECiUcnQIYgo
Ragtag,Ghosts Of The Blocks,rock,no,lp,25.04.2021,en,Одеса,Odesa,self-made,M,https://www.facebook.com/itsragtagsucka,https://music.youtube.com/playlist?list=OLAK5uy_mZPgCzRb7tZP5B6UNDvLlwd1Je9ERC6K8
Rama,Омана,rock,no,lp,15.05.2021,ua,Київ,Kyiv,self-made,Mix,https://www.facebook.com/ramaofficialua/,https://music.youtube.com/playlist?list=OLAK5uy_lGlX0cPcG6IKfaLeKanaqOzqtXgtBACmg
Rattlepossum&Sata,Rattle Possum Bloody Fearsome,rock,yes,lp,26.11.2021,en,Київ,Kyiv,self-made,Mix,https://www.facebook.com/rattlepossum,https://rattlepossum.bandcamp.com/album/rattle-possum-bloody-fearsome
Raventale,Planetarium II,metal,no,lp,08.09.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/raventaleofficial,https://raventale.bandcamp.com/album/planetarium-ii
RDEY,Тепер ти знаєш,hip-hop / rap,yes,lp,10.10.2021,ua,Київ,Kyiv,Pozitive Records,M,https://www.instagram.com/rdey_official/,https://soundcloud.com/denys-yatsyshyn/sets/teper-ti-znash
Refinders,Day#1,electronic,no,lp,03.04.2021,en,Київ,Kyiv,Mnogo Vody,M,https://www.facebook.com/refindersband.official/,https://music.youtube.com/playlist?list=OLAK5uy_lfdRLldE6swu94ZZfiiQZP8UCu-MDpZyw
René Maheu,Mor,screamo,no,lp,28.02.2021,en,Хмельницький,Khmelnytskyi,"Starpoint DIY, Surrogate Rec., Jean Scene Creamers , Зимнее Море",M,https://www.facebook.com/renetheband/,https://renemaheu.bandcamp.com/album/mor
Renevich,Поки не скінчиться кисень,indie pop,no,ep,11.11.2021,ua,Івано-Франківськ,Ivano-Frankivsk,Краб Музыка,F,https://www.facebook.com/renevich,https://music.youtube.com/playlist?list=OLAK5uy_mF1qv7JcP5UlYy9KLBZ9ysvQunTTLn2G0
Revomit,In Shit We Rot,grindcore,yes,ep,20.07.2021,-,Київ,Kyiv,self-made,M,https://revomit.bandcamp.com/releases,https://revomit.bandcamp.com/album/in-shit-we-rot
